ID;petName;bornDatePet;petGender;typePet
69695;Wade;10/5/2010;Male;Clown Fish
69696;Mark;2/6/2011;Male;Dromedary camel
69697;Taylor;8/17/2007;Female;Crab
69698;Bridget;2/17/2005;Female;Penguin
69699;Angela;6/25/2016;Female;Indian star tortoise
69700;Ramon;10/9/2012;Male;Badger
69701;Fred;7/18/2006;Male;Harrie
69702;Kaylee;12/17/2007;Female;Catfish
69703;Sofie;4/3/2011;Female;Collared lizard
69704;Fred;7/29/2017;Male;Egyptian vulture
69705;Katelyn;5/10/2005;Female;wasp
69706;Carl;2/16/2015;Male;Jabiru stork
69707;Wendy;10/29/2013;Female;Blue fox
69708;Joseph;12/24/2013;Male;Feathertail glider
69709;Gloria;1/29/2014;Female;Common ringtail
69710;Brad;6/28/2012;Male;Black-tailed prairie dog
69711;Ethan;7/13/2010;Male;Blue catfish
69712;Jack;11/13/2007;Male;Bush dog
69713;Camila;7/14/2010;Female;Wolverine
69714;Camellia;8/29/2015;Female;Eurasian beaver
69715;Faith;12/7/2014;Female;Horned puffin
69716;Owen;6/24/2004;Male;Cape fox
69717;Julius;5/18/2016;Male;Fly
69718;Julia;7/13/2011;Female;Blue-tongued lizard
69719;Luke;10/26/2014;Male;Bushbuck
69720;Ron;3/30/2017;Male;Hippopotamus
69721;Tom;8/1/2014;Male;Canada goose
69722;Marvin;11/23/2016;Male;Brown capuchin
69723;Danny;11/14/2007;Male;Kongoni
69724;Johnny;11/11/2018;Male;Desert spiny lizard
69725;Chadwick;11/23/2018;Male;Kiwi
69726;Ethan;10/10/2016;Male;Golden jackal
69727;Alan;7/16/2011;Male;Great egret
69728;Manuel;6/24/2010;Male;Indian peacock
69729;Amy;11/16/2012;Female;Dromedary camel
69730;Jaylene;2/21/2009;Female;Galapagos sea lion
69731;Sebastian;8/13/2006;Male;Crested porcupine
69732;Freya;12/8/2010;Female;Collared lemming
69733;Maggie;3/23/2013;Female;Bush dog
69734;Noemi;1/10/2019;Female;Clown Fish
69735;Regina;11/13/2004;Female;Arctic fox
69736;Josh;5/9/2006;Male;Brown capuchin
69737;Nicholas;11/9/2012;Male;wasp
69738;Janice;3/8/2009;Female;Eurasian beaver
69739;Fiona;10/14/2008;Female;Fly
69740;Megan;5/28/2007;Female;Great horned owl
69741;Sarah;8/14/2004;Female;Bush dog
69742;Juliet;3/24/2007;Female;Bushpig
69743;Nicholas;5/6/2009;Male;Common langur
69744;Matt;4/23/2010;Male;Lion
69745;Tony;8/4/2004;Male;Giant anteater
69746;Hope;2/2/2010;Female;Common pheasant
69747;Cameron;12/5/2009;Female;Galah
69748;Sienna;10/4/2017;Female;Blue duck
69749;Danny;3/20/2016;Male;Kaffir cat
69750;Caleb;8/24/2012;Male;Dromedary camel
69751;Anais;3/31/2008;Female;Kaffir cat
69752;Naomi;3/27/2012;Female;Blue fox
69753;Violet;9/11/2018;Female;Javan gold-spotted mongoose
69754;Shannon;7/10/2013;Female;Sea Lion
69755;Boris;1/24/2004;Male;European badger
69756;Emmanuelle;4/30/2016;Female;Fossa
69757;Cedrick;3/26/2009;Male;Galapagos dove
69758;Elijah;5/29/2004;Male;Capybara
69759;Rebecca;6/26/2011;Female;Eastern grey kangaroo
69760;Rita;7/7/2009;Female;Dusky gull
69761;Clint;5/12/2010;Male;Blue duck
69762;Wade;3/28/2011;Male;Herring gull
69763;Gil;6/20/2011;Male;Eastern quoll
69764;Cedrick;8/14/2011;Male;Emu
69765;Rosalee;12/5/2014;Female;Arctic fox
69766;Anthony;12/11/2007;Male;European beaver
69767;Alison;8/16/2019;Female;Lemur
69768;Cameron;3/3/2013;Female;Bush dog
69769;Boris;6/18/2017;Male;European badger
69770;Sage;7/7/2008;Female;Indian giant squirrel
69771;Sara;2/1/2009;Female;Hottentot teal
69772;Carol;8/20/2008;Female;California sea lion
69773;Domenic;8/22/2008;Male;Euro wallaby
69774;Ethan;1/19/2011;Male;Horned puffin
69775;Erick;6/7/2016;Male;Chestnut weaver
69776;Vanessa;8/19/2008;Female;Eurasian beaver
69777;Quinn;12/1/2007;Female;Yak
69778;Lynn;3/20/2014;Female;Cheetah
69779;George;6/20/2008;Male;Gambels quail
69780;Ramon;12/3/2014;Male;Bushbuck
69781;Rick;8/24/2004;Male;Jaguarundi
69782;David;10/16/2010;Male;Sheep
69783;Lucas;4/8/2004;Male;Common ringtail
69784;Lucas;11/8/2007;Male;Bushpig
69785;Hank;1/6/2012;Male;Ferret
69786;Nick;3/17/2018;Male;Indian tree pie
69787;John;2/11/2016;Male;Common seal
69788;Mabel;6/12/2012;Female;Elephant
69789;Skylar;6/29/2017;Female;Red Panda
69790;Sofia;11/10/2006;Female;Deer
69791;Analise;3/22/2004;Female;Wombat
69792;Paige;10/10/2010;Female;Frilled lizard
69793;Caydence;1/6/2018;Female;Sparrow
69794;Owen;2/5/2019;Male;Red Panda
69795;Aurelia;2/23/2013;Female;Hedgedog
69796;Carrie;7/14/2011;Female;Scorpion
69797;Joyce;7/19/2008;Female;Sea Lion
69798;Rowan;6/16/2004;Female;Sheep
69799;Daron;2/23/2014;Male;Ladybug
69800;Cassidy;2/8/2019;Female;Blue shark
69801;Bryon;12/8/2009;Male;Jaguarundi
69802;Monica;9/8/2017;Female;Bobcat
69803;Gil;12/4/2005;Male;Dodo
69804;Dalia;5/23/2018;Female;Huron
69805;Logan;5/3/2012;Male;European beaver
69806;Rosa;5/9/2009;Female;European badger
69807;Lynn;3/26/2011;Female;Giraffe
69808;Ember;4/19/2006;Female;Chipmunk
69809;Kaylee;8/4/2010;Female;Fork-tailed drongo
69810;Summer;11/11/2008;Female;Cobra
69811;Dasha;12/22/2010;Female;Great white pelican
69812;Payton;8/15/2013;Female;Fairy penguin
69813;Ivy;2/11/2017;Female;Golden jackal
69814;Danielle;9/25/2010;Female;Boar
69815;Michael;1/4/2005;Male;Greater flamingo
69816;Denny;7/6/2009;Male;Catfish
69817;Barry;10/2/2007;Male;Black-tailed prairie dog
69818;Matthew;1/6/2019;Male;Desert spiny lizard
69819;Melinda;3/12/2012;Female;Great kiskadee
69820;Rylee;6/3/2004;Female;Zebra
69821;Jane;1/21/2019;Female;Fox
69822;Manuel;4/7/2006;Male;Giant girdled lizard
69823;Daron;3/16/2013;Male;Bison
69824;Carl;4/24/2012;Male;Donkey
69825;Barney;8/26/2005;Male;Horned lark
69826;Mason;2/5/2008;Male;Giant girdled lizard
69827;Sydney;7/30/2004;Female;Kori bustard
69828;Elijah;7/21/2010;Male;Bison
69829;Wade;11/30/2005;Male;Capybara
69830;Roger;8/28/2017;Male;Toucan
69831;Leroy;5/16/2009;Male;Butterfly
69832;Julius;2/18/2017;Male;Blue fox
69833;Clint;7/16/2011;Male;Dama wallaby
69834;Carmen;4/27/2011;Female;Catfish
69835;Ron;6/19/2017;Male;Indian mynah
69836;Kassandra;6/1/2019;Female;Bat
69837;Barry;7/4/2014;Male;Buttermilk snake
69838;Cristal;8/1/2009;Female;Crested bunting
69839;Rosemary;2/23/2012;Female;Scorpion
69840;Benny;8/26/2018;Male;Emerald green tree boa
69841;Phillip;1/31/2015;Male;Gorilla
69842;Mark;10/30/2016;Male;Desert spiny lizard
69843;Ivette;7/8/2005;Female;Galah
69844;Rosalie;7/17/2010;Female;Bushbuck
69845;Julius;11/19/2015;Male;Burrowing owl
69846;Bethany;6/26/2004;Female;Bobcat
69847;Josh;11/26/2005;Male;European stork
69848;Brad;3/27/2006;Male;Sloth
69849;Karla;10/26/2009;Female;Cobra
69850;Victoria;1/26/2017;Female;Indian peacock
69851;Ruby;9/22/2015;Female;Great kiskadee
69852;Chadwick;12/13/2006;Male;Baboon
69853;Lucy;4/20/2005;Female;Brown lemur
69854;Amelia;11/29/2010;Female;Tree Frog
69855;Sloane;9/30/2017;Female;Cheetah
69856;Leroy;9/9/2010;Male;Worm
69857;Juliet;3/17/2009;Female;Gray rhea
69858;Kendra;9/20/2005;Female;Ladybug
69859;Doug;2/19/2012;Male;Yak
69860;Maxwell;5/15/2015;Male;Falcon
69861;Brad;3/13/2004;Male;Bushpig
69862;Kirsten;6/21/2016;Female;Harrie
69863;Juliette;11/7/2007;Female;European shelduck
69864;Martin;10/4/2012;Male;Common duiker
69865;Hadley;5/31/2017;Female;Barking gecko
69866;Karen;6/1/2004;Female;Indian giant squirrel
69867;Deborah;6/9/2004;Female;Armadillo
69868;Mona;12/4/2008;Female;Common genet
69869;Charlotte;6/5/2011;Female;Hottentot teal
69870;Henry;6/5/2008;Male;Duck
69871;Stephanie;9/8/2015;Female;Ladybug
69872;Joseph;3/10/2019;Male;Sheep
69873;Eduardo;4/23/2010;Male;Giraffe
69874;Molly;8/2/2010;Female;Somali
69875;Barry;12/5/2006;Male;Herring gull
69876;Clint;1/12/2011;Male;Giant otter
69877;Violet;4/3/2009;Female;Eastern grey kangaroo
69878;Alan;10/15/2016;Male;Eurasian red squirrel
69879;Michael;12/30/2015;Male;Burrowing owl
69880;David;4/28/2006;Male;Hanuman langur
69881;Rocco;1/15/2019;Male;Arctic fox
69882;Madison;7/1/2016;Female;Frilled lizard
69883;Mina;6/16/2014;Female;Common wombat
69884;Isla;3/2/2011;Female;wasp
69885;Alan;6/27/2010;Male;Hippopotamus
69886;Luke;8/30/2013;Male;Hippopotamus
69887;Alessandra;12/29/2004;Female;squid
69888;Gemma;7/15/2009;Female;Egyptian viper
69889;Harry;10/14/2004;Male;Vulture
69890;George;2/20/2007;Male;Brown lemur
69891;Callie;6/30/2009;Female;Caribou
69892;Julianna;8/14/2016;Female;Giant heron
69893;Vicky;12/27/2009;Female;Zebu
69894;Rufus;7/20/2010;Male;Antelope
69895;Jenna;6/11/2017;Female;Dassie
69896;Benny;12/17/2005;Male;Badger
69897;Domenic;10/21/2007;Male;Burrowing owl
69898;Rosemary;2/7/2016;Female;Zebu
69899;Rhea;3/16/2005;Female;Greater flamingo
69900;Nate;6/10/2006;Male;Crab
69901;Miriam;10/26/2005;Female;Egyptian viper
69902;Elijah;11/16/2010;Male;Snake
69903;Rosalie;9/14/2015;Female;Snake
69904;George;7/21/2015;Male;Koala
69905;Liam;7/2/2009;Male;Indian leopard
69906;Karla;3/7/2015;Female;Dromedary camel
69907;Jasmine;8/22/2005;Female;Canadian river otter
69908;Karla;8/17/2018;Female;Dalmatian
69909;Tyler;10/11/2017;Male;Alpaca
69910;Chris;8/8/2007;Male;Javanese cormorant
69911;Naomi;10/10/2004;Female;Gray langur
69912;Daniel;2/8/2017;Male;Panda
69913;Phillip;3/14/2007;Male;Toucan
69914;Angela;1/22/2019;Female;Black rhinoceros
69915;Alessandra;3/12/2004;Female;Common green iguana
69916;Johnathan;11/16/2015;Male;Downy woodpecker
69917;Lily;12/8/2018;Female;Kinkajou
69918;Janice;12/7/2017;Female;European spoonbill
69919;Samara;12/26/2010;Female;Falcon
69920;William;11/26/2010;Male;Bear
69921;Wade;2/25/2013;Male;Wallaby
69922;Benjamin;4/8/2013;Male;Giant anteater
69923;Harvey;9/22/2008;Male;Lion
69924;Rosalie;4/27/2006;Female;Brown lemur
69925;Carina;11/13/2015;Female;Fly
69926;Daphne;8/8/2004;Female;Canada goose
69927;Rick;1/23/2010;Male;Galapagos mockingbird
69928;Henry;7/23/2012;Male;Leopard
69929;Doug;6/2/2018;Male;Great white pelican
69930;Matthew;7/11/2018;Male;Great horned owl
69931;Margaret;5/11/2007;Female;Huron
69932;Sharon;5/29/2011;Female;Giant otter
69933;Martha;2/22/2005;Female;Common pheasant
69934;Anais;4/4/2013;Female;Worm
69935;Nate;6/1/2004;Male;Herring gull
69936;Rae;1/17/2012;Female;Arctic fox
69937;Anais;6/8/2011;Female;Eastern fox squirrel
69938;Tony;7/26/2009;Male;Indian peacock
69939;Darlene;4/9/2016;Female;Fairy penguin
69940;Enoch;10/3/2018;Male;Jungle kangaroo
69941;Megan;9/20/2011;Female;Brown lemur
69942;Benjamin;3/3/2005;Male;European beaver
69943;Mason;5/23/2016;Male;Cape Barren goose
69944;Mina;3/25/2005;Female;Kudu
69945;Owen;3/31/2016;Male;Komodo dragon
69946;Cara;3/2/2017;Female;Eurasian hoopoe
69947;Natalie;12/7/2016;Female;Honey badger
69948;Rosalee;5/28/2016;Female;Hanuman langur
69949;Tess;1/17/2012;Female;Jaguarundi
69950;Dorothy;6/3/2017;Female;Yak
69951;Owen;11/23/2012;Male;Indian leopard
69952;Danny;8/7/2019;Male;Donkey
69953;Jessica;8/17/2013;Female;Brazilian tapir
69954;Marie;3/15/2008;Female;Indian peacock
69955;Barney;12/5/2013;Male;Common duiker
69956;Zara;10/30/2008;Female;Turkey
69957;Eduardo;8/4/2004;Male;Goliath heron
69958;Johnny;11/2/2012;Male;Giant heron
69959;Marvin;3/21/2010;Male;Chital
69960;Daniel;5/18/2011;Male;Capybara
69961;Domenic;4/9/2016;Male;Emerald green tree boa
69962;Johnathan;10/6/2018;Male;Hawk-headed parrot
69963;Vera;1/14/2011;Female;European stork
69964;Abdul;7/24/2019;Male;Javanese cormorant
69965;Denis;12/17/2012;Male;Crested bunting
69966;Julian;3/17/2011;Male;Vulture
69967;Jane;6/8/2004;Female;Possum
69968;Lara;5/3/2014;Female;Egyptian viper
69969;Katelyn;6/4/2016;Female;Eastern diamondback rattlesnake
69970;Irene;8/2/2011;Female;Kinkajou
69971;Lana;9/15/2011;Female;Desert tortoise
69972;Bridget;3/14/2016;Female;Snake
69973;Lauren;3/3/2006;Female;Deer
69974;Kurt;6/29/2013;Male;Wolf
69975;Brad;8/3/2017;Male;Badger
69976;Valentina;1/15/2013;Female;Barking gecko
69977;Julian;2/12/2005;Male;Lemur
69978;William;10/3/2016;Male;Chipmunk
69979;Maribel;12/8/2017;Female;Ladybug
69980;Nate;8/15/2005;Male;Kiwi
69981;Ivette;5/11/2012;Female;Great horned owl
69982;Paula;3/25/2006;Female;Goliath heron
69983;Piper;8/13/2006;Female;Crab
69984;Percy;6/12/2017;Male;African lion
69985;Hannah;3/12/2011;Female;Brown capuchin
69986;Johnathan;7/18/2015;Male;Desert tortoise
69987;Daphne;7/18/2015;Female;European badger
69988;Owen;4/29/2005;Male;Blue duck
69989;Rocco;4/1/2005;Male;Buttermilk snake
69990;Gemma;11/1/2011;Female;Mouse
69991;Tony;3/28/2012;Male;Ferruginous hawk
69992;Martin;9/6/2016;Male;Jabiru stork
69993;Barry;7/14/2007;Male;Frilled lizard
69994;Ethan;5/22/2018;Male;Ferret
69995;Scarlett;12/16/2014;Female;Killer whale
69996;Daria;7/15/2018;Female;Hawk-headed parrot
69997;Erick;10/19/2016;Male;Komodo dragon
69998;Owen;7/2/2006;Male;Chestnut weaver
69999;Caleb;5/29/2007;Male;Armadillo
70000;Ramon;10/9/2004;Male;Ladybug
70001;Daron;5/31/2014;Male;Blue peacock
70002;Carissa;9/28/2011;Female;Jungle cat
70003;Tiffany;2/13/2007;Female;Indian tree pie
70004;Samantha;11/27/2009;Female;Eastern cottontail rabbit
70005;Elijah;5/27/2008;Male;Buttermilk snake
70006;Adelaide;7/22/2012;Female;Cheetah
70007;Roger;8/29/2005;Male;Indian leopard
70008;Anabelle;11/11/2013;Female;Caracal
70009;Julian;1/11/2009;Male;Crested barbet
70010;Vivian;6/1/2017;Female;Golden eagle
70011;Hazel;3/17/2008;Female;Sparrow
70012;Lynn;8/9/2016;Female;Giant girdled lizard
70013;Noah;3/6/2013;Male;Hoary marmot
70014;Brad;4/11/2014;Male;Sloth
70015;Nick;11/11/2007;Male;Fly
70016;Kurt;9/1/2008;Male;American buffalo
70017;Logan;7/7/2013;Male;California sea lion
70018;Mandy;8/8/2011;Female;Black rhinoceros
70019;Irene;8/3/2009;Female;Cobra
70020;William;4/17/2009;Male;Swan
70021;Noah;11/4/2011;Male;Harbor seal
70022;Peyton;4/6/2016;Female;Cobra
70023;Sebastian;6/16/2018;Male;Black-capped chickadee
70024;Marie;9/14/2011;Female;Crested barbet
70025;Ronald;7/30/2010;Male;Giant heron
70026;Sabina;8/24/2005;Female;Komodo dragon
70027;Lauren;8/20/2018;Female;Dusky rattlesnake
70028;Ronald;8/7/2010;Male;Caracal
70029;Nicole;3/20/2009;Female;Indian jackal
70030;Kendra;7/2/2005;Female;Jabiru stork
70031;Daniel;6/9/2013;Male;Huron
70032;Domenic;3/23/2012;Male;Brown lemur
70033;Rosalyn;6/21/2006;Female;Eastern diamondback rattlesnake
70034;Russel;4/29/2004;Male;Gorilla
70035;Boris;9/29/2012;Male;Catfish
70036;Julia;5/3/2019;Female;Galapagos sea lion
70037;Peter;6/25/2017;Male;Hippopotamus
70038;Jacob;2/7/2013;Male;Indian jackal
70039;Lindsay;9/2/2015;Female;Burrowing owl
70040;Logan;8/20/2015;Male;Dog
70041;Phillip;1/9/2012;Male;Sloth
70042;Hope;11/11/2013;Female;Bushpig
70043;Aiden;1/27/2009;Male;Common langur
70044;Dorothy;4/5/2006;Female;Indian porcupine
70045;Tyson;7/8/2018;Male;Blue fox
70046;Judith;9/12/2013;Female;Feathertail glider
70047;Carl;9/21/2005;Male;Sea Elephant
70048;John;10/21/2014;Male;Giant otter
70049;Harmony;3/13/2014;Female;Field flicker
70050;Ron;11/29/2014;Male;Emu
70051;Jolene;1/27/2016;Female;Koala
70052;Boris;6/19/2017;Male;Downy woodpecker
70053;Matt;5/1/2006;Male;Puma
70054;Jennifer;11/9/2005;Female;Deer
70055;Anthony;7/23/2017;Male;European red squirrel
70056;Sasha;9/14/2014;Female;Greater flamingo
70057;Doug;6/10/2017;Male;European wild cat
70058;Chris;10/15/2004;Male;Gorilla
70059;Mara;3/24/2006;Female;Japanese macaque
70060;Chester;8/26/2012;Male;Calf
70061;Ivette;12/25/2010;Female;Fly
70062;Brooklyn;5/28/2014;Female;European beaver
70063;Henry;1/11/2013;Male;Carmine bee-eater
70064;Erica;6/17/2016;Female;Chestnut weaver
70065;Regina;8/24/2019;Female;Ferret
70066;Maribel;1/15/2013;Female;Desert tortoise
70067;Hailey;9/11/2010;Female;Hedgedog
70068;Clint;7/19/2019;Male;Raccoon
70069;Denny;6/18/2013;Male;Duck
70070;Adela;7/27/2019;Female;Ibex
70071;Alba;5/29/2019;Female;American buffalo
70072;Chloe;4/5/2007;Female;Cheetah
70073;Rhea;10/24/2007;Female;Jabiru stork
70074;Johnny;1/20/2019;Male;JellyFish
70075;Greta;6/6/2007;Female;Indian leopard
70076;Manuel;1/7/2016;Male;Eastern boa constrictor
70077;Rosalie;2/14/2008;Female;Eurasian beaver
70078;Stacy;12/21/2005;Female;European wild cat
70079;Daron;9/10/2008;Male;Canada goose
70080;Ramon;2/23/2012;Male;Desert tortoise
70081;Manuel;9/3/2018;Male;Common pheasant
70082;Lara;3/31/2013;Female;Swan
70083;Rosa;11/26/2005;Female;Comb duck
70084;Sydney;8/9/2010;Female;Grizzly bear
70085;Lucas;5/14/2012;Male;Barking gecko
70086;Alexa;4/2/2012;Female;Falcon
70087;Estrella;11/21/2010;Female;Armadillo
70088;Carter;2/16/2013;Male;Egyptian goose
70089;Sebastian;7/6/2019;Male;Frilled lizard
70090;Louise;10/6/2009;Female;Indian leopard
70091;Rufus;4/5/2008;Male;Indian porcupine
70092;Lana;5/21/2012;Female;Cape cobra
70093;Boris;6/28/2012;Male;Eastern diamondback rattlesnake
70094;Renee;5/13/2017;Female;Deer
70095;Johnny;3/19/2009;Male;Burrowing owl
70096;Rick;2/19/2008;Male;Common langur
70097;Darlene;11/13/2004;Female;Kelp gull
70098;Robyn;10/11/2014;Female;Antelope
70099;Miley;3/28/2013;Female;Snake
70100;Vicky;11/3/2009;Female;Black rhinoceros
70101;Chloe;9/13/2011;Female;Blue wildebeest
70102;Eileen;9/12/2011;Female;Hawk-headed parrot
70103;Meredith;12/19/2016;Female;Hippopotamus
70104;Stacy;9/10/2013;Female;Cape fox
70105;Vivian;1/3/2007;Female;Brazilian tapir
70106;Noemi;12/23/2005;Female;Sheep
70107;Joseph;9/10/2019;Male;European red squirrel
70108;Makenzie;8/19/2009;Female;Dromedary camel
70109;Adelaide;4/5/2007;Female;European wild cat
70110;Logan;2/22/2014;Male;Ferruginous hawk
70111;Crystal;9/12/2004;Female;Indian tree pie
70112;Elijah;7/29/2008;Male;Downy woodpecker
70113;Priscilla;4/8/2011;Female;Crab
70114;Gil;5/9/2015;Male;Gaur
70115;Bob;8/12/2016;Male;Giant otter
70116;Hank;1/9/2017;Male;Common wolf
70117;Daniel;2/4/2014;Male;Bobcat
70118;Rylee;10/23/2005;Female;FireFly
70119;Roger;10/1/2011;Male;Galapagos mockingbird
70120;Kimberly;11/7/2017;Female;Cheetah
70121;Leroy;6/16/2006;Male;Shirmp
70122;Violet;4/12/2011;Female;Horned rattlesnake
70123;Chuck;7/12/2016;Male;Fairy penguin
70124;Barney;5/10/2009;Male;Comb duck
70125;Vanessa;1/17/2014;Female;Blue shark
70126;David;6/12/2010;Male;Dodo
70127;Cedrick;12/24/2015;Male;Kaffir cat
70128;Tyler;11/22/2012;Male;Brown hyena
70129;Julianna;7/31/2012;Female;Bear
70130;Denny;7/7/2014;Male;Wallaby
70131;Thea;7/29/2009;Female;Koala
70132;Beatrice;5/21/2016;Female;Gray rhea
70133;Lana;7/14/2013;Female;Cape raven
70134;Rosie;10/17/2013;Female;Desert tortoise
70135;Jayden;2/15/2005;Male;Fairy penguin
70136;Marilyn;10/30/2005;Female;Fossa
70137;Ron;1/11/2016;Male;Sparrow
70138;Crystal;1/16/2008;Female;Bald Eagle
70139;Gina;9/23/2004;Female;Kudu
70140;Rufus;6/24/2009;Male;Hawk-headed parrot
70141;Jacqueline;1/26/2012;Female;Feral rock pigeon
70142;Michael;11/6/2005;Male;Turkey
70143;Alba;3/11/2007;Female;Goliath heron
70144;Molly;8/15/2013;Female;Polar Bear
70145;Selena;10/9/2014;Female;Wombat
70146;Maddison;9/8/2010;Female;Armadillo
70147;Peter;8/20/2006;Male;Galapagos albatross
70148;Keira;2/8/2019;Female;Giant otter
70149;Penny;11/17/2010;Female;Eastern grey kangaroo
70150;Marina;7/27/2008;Female;Indian leopard
70151;Cassidy;5/4/2015;Female;Mouse
70152;Carrie;6/16/2019;Female;Desert tortoise
70153;Alex;4/23/2007;Female;Common wolf
70154;Jenna;3/28/2019;Female;Bushpig
70155;Mayleen;8/14/2013;Female;Groundhog
70156;Karen;5/12/2007;Female;Zebra
70157;Benny;10/2/2010;Male;Great horned owl
70158;Sebastian;1/18/2016;Male;Fork-tailed drongo
70159;Paige;5/9/2016;Female;Eastern diamondback rattlesnake
70160;Janice;6/8/2004;Female;Galapagos hawk
70161;Aeris;8/15/2019;Female;Dodo
70162;Lillian;7/27/2017;Female;Fossa
70163;Sylvia;7/18/2011;Female;Deer
70164;Elijah;7/18/2008;Male;Gray rhea
70165;Vivian;11/27/2018;Female;Blue wildebeest
70166;Jack;8/10/2012;Male;Hottentot teal
70167;Iris;11/4/2006;Female;Harbor seal
70168;Michael;10/6/2013;Male;Lemur
70169;Liam;9/29/2012;Male;Caracal
70170;Wade;8/12/2006;Male;Dog
70171;Esmeralda;3/26/2012;Female;Seal
70172;Doug;11/25/2008;Male;Horned lark
70173;Kassandra;4/10/2009;Female;eagle
70174;Luna;1/7/2017;Female;Crab
70175;Juliette;9/22/2005;Female;Javanese cormorant
70176;Henry;8/13/2006;Male;Hamster
70177;Carmella;3/16/2018;Female;Albatross
70178;Hadley;5/6/2018;Female;Jungle cat
70179;Chelsea;3/18/2005;Female;Crested bunting
70180;Ron;5/30/2010;Male;Owl
70181;Maya;3/16/2009;Female;Hamster
70182;Deborah;7/17/2018;Female;Antelope
70183;Elijah;4/22/2018;Male;Mouse
70184;Florence;9/8/2006;Female;Honey badger
70185;Bart;5/17/2006;Male;Buttermilk snake
70186;Courtney;8/19/2007;Female;Kori bustard
70187;Angel;3/8/2018;Female;Caribou
70188;Kurt;4/29/2017;Male;American buffalo
70189;Denis;3/25/2006;Male;Horse
70190;Nate;6/21/2011;Male;Japanese macaque
70191;Matthew;3/28/2013;Male;Galapagos sea lion
70192;Marla;12/7/2012;Female;Bobcat
70193;Chris;9/18/2013;Male;European red squirrel
70194;Marjorie;6/20/2019;Female;Eurasian red squirrel
70195;Emely;4/10/2008;Female;Kiwi
70196;Enoch;1/21/2007;Male;Crested barbet
70197;Bob;4/19/2019;Male;Eurasian beaver
70198;Harry;5/7/2005;Male;Gerenuk
70199;Michelle;3/14/2016;Female;Common green iguana
70200;Kamila;6/7/2011;Female;Cheetah
70201;Bridget;12/20/2011;Female;Crab
70202;Chad;12/29/2010;Male;Common genet
70203;Joyce;11/29/2011;Female;Hamster
70204;Harriet;10/2/2008;Female;Indian star tortoise
70205;Sofie;5/15/2007;Female;Galah
70206;Hannah;1/15/2015;Female;Monkey
70207;Tania;6/29/2014;Female;Puma
70208;Bristol;11/27/2008;Female;Ladybug
70209;Eduardo;9/21/2013;Male;Indian peacock
70210;Moira;8/10/2008;Female;Ibex
70211;Ethan;7/31/2014;Male;Galapagos penguin
70212;Eduardo;9/2/2018;Male;Horned lark
70213;Matthew;5/30/2015;Male;Monkey
70214;Alex;11/11/2006;Female;Chestnut weaver
70215;John;9/28/2017;Male;Canadian river otter
70216;Rosalee;12/26/2009;Female;Blue catfish
70217;Kurt;6/30/2008;Male;Javanese cormorant
70218;Michael;12/9/2005;Male;Buttermilk snake
70219;Benjamin;5/6/2014;Male;Sheep
70220;Jayden;1/22/2018;Male;Giant girdled lizard
70221;Alexia;8/18/2012;Female;Coyote
70222;Dorothy;3/7/2009;Female;Bald Eagle
70223;Elly;4/29/2012;Female;Blue peacock
70224;Michaela;4/2/2011;Female;Crested barbet
70225;Holly;5/13/2009;Female;Boar
70226;Bart;3/31/2008;Male;Blue duck
70227;Holly;1/21/2015;Female;Ladybug
70228;Gabriel;11/6/2012;Male;Horned rattlesnake
70229;Jamie;4/17/2015;Female;Sparrow
70230;Phoebe;11/21/2017;Female;Bush dog
70231;Iris;5/3/2018;Female;Black-tailed prairie dog
70232;Nathan;4/26/2019;Male;Badger
70233;Adela;1/8/2012;Female;Cape raven
70234;Ethan;9/19/2017;Male;Owl
70235;Danny;7/18/2015;Male;Dog
70236;Emely;5/21/2011;Female;Javan gold-spotted mongoose
70237;Barney;6/7/2008;Male;Black-tailed deer
70238;Beatrice;7/7/2006;Female;Hottentot teal
70239;David;9/7/2015;Male;Zebu
70240;Karla;2/2/2012;Female;Common wombat
70241;Erick;8/1/2004;Male;Blue-tongued lizard
70242;Chris;5/6/2016;Male;Giant girdled lizard
70243;Alexander;1/17/2012;Male;Common dolphin
70244;Crystal;1/4/2010;Female;Egyptian goose
70245;Joseph;12/24/2011;Male;Canada goose
70246;Tyson;5/30/2014;Male;Galapagos tortoise
70247;Alan;7/2/2008;Male;Ferruginous hawk
70248;Livia;5/9/2006;Female;Black-tailed deer
70249;Angela;12/15/2012;Female;Horned lark
70250;Liv;4/24/2018;Female;Caracal
70251;Belinda;2/15/2004;Female;Eurasian hoopoe
70252;Ron;3/10/2011;Male;eagle
70253;Luke;11/14/2004;Male;Owl
70254;Hayden;7/16/2018;Female;Giant heron
70255;Clint;3/28/2018;Male;Sheep
70256;Tony;9/5/2007;Male;Antelope
70257;Rae;10/5/2015;Female;squid
70258;Bridget;5/3/2016;Female;Barking gecko
70259;Phillip;9/15/2006;Male;Indian porcupine
70260;Martin;3/20/2010;Male;Eastern grey kangaroo
70261;Valerie;3/20/2010;Female;Golden jackal
70262;Carolyn;9/12/2006;Female;Helmeted guinea fowl
70263;Gina;11/30/2017;Female;Common genet
70264;Jacob;6/28/2011;Male;Dog
70265;Callie;7/5/2014;Female;Caribou
70266;Peter;3/5/2015;Male;Eurasian beaver
70267;Chadwick;4/26/2018;Male;Antelope
70268;Daron;2/11/2016;Male;Blue wildebeest
